Date,Box_Name,Group_Name,Client_Type,Active_Users,Total_Chat_Conversations,Total_Messages,Total_Credits_Used,Total_Overage_Credits_Used,Auto_messages,Claude_Opus_4.6_messages,Claude_Sonnet_4.6_messages,DeepSeek_V3.2_messages,Qwen3_Coder_Next_messages
2026-05-02,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,3,24,16.65,0.0,5,5,7,3,4
2026-05-02,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,1,3,23,51.85,0.0,5,4,6,4,4
2026-05-02,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,1,9,2.89,0.0,3,0,2,2,2
2026-05-02,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,1,6,2.25,0.0,2,0,2,1,1
2026-05-02,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,1,9,3.23,0.0,3,0,2,2,2
2026-05-03,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,1,2,15,33.39,0.0,3,3,4,2,3
2026-05-03,Payments Transformation,Payments Modernization Team,KIRO_IDE,1,1,10,22.42,0.0,2,1,3,2,2
2026-05-04,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,2,9,68,43.91,0.0,14,13,21,8,12
2026-05-04,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,23,154,186.41,0.0,33,27,46,20,28
2026-05-04,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,8,70,73.35,0.0,17,11,23,9,10
2026-05-04,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,16,123,125.66,0.0,32,16,38,17,20
2026-05-04,Payments Transformation,Payments Modernization Team,PLUGIN,1,1,8,14.1,0.0,2,1,3,1,1
2026-05-04,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,4,24,9.81,0.0,7,2,6,4,5
2026-05-04,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,8,58,25.1,0.0,15,5,16,10,12
2026-05-04,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,6,38,65.86,0.0,9,4,10,8,7
2026-05-05,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,9,60,42.15,0.0,12,13,18,7,10
2026-05-05,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,28,201,221.08,0.0,44,37,59,25,36
2026-05-05,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,3,4,37,30.17,0.0,8,7,11,4,7
2026-05-05,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,5,43,21.41,0.0,11,8,14,4,6
2026-05-05,Payments Transformation,Payments Modernization Team,KIRO_IDE,1,15,100,55.49,0.0,26,18,32,10,14
2026-05-05,Payments Transformation,Payments Modernization Team,PLUGIN,1,2,17,7.63,0.0,4,3,6,2,2
2026-05-05,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,4,32,13.1,0.0,8,3,9,6,6
2026-05-05,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,2,13,5.34,0.0,4,1,3,2,3
2026-05-05,Retail Intelligence,Retail Analytics Team,KIRO_CLI,2,4,41,38.31,0.0,11,3,10,9,8
2026-05-05,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,4,25,9.97,0.0,7,1,6,6,5
2026-05-05,Retail Intelligence,Retail Analytics Team,PLUGIN,1,1,9,8.77,0.0,2,1,2,2,2
2026-05-06,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,7,68,48.43,0.0,14,15,21,7,11
2026-05-06,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,29,226,273.81,0.0,48,40,66,30,42
2026-05-06,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,2,3,25,13.36,0.0,5,4,8,3,5
2026-05-06,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,12,77,78.16,0.0,19,11,26,10,11
2026-05-06,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,23,169,166.42,0.0,43,23,53,24,26
2026-05-06,Payments Transformation,Payments Modernization Team,PLUGIN,1,3,20,8.87,0.0,5,4,6,2,3
2026-05-06,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,2,7,45,18.09,0.0,12,4,12,8,9
2026-05-06,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,6,62,26.72,0.0,17,4,16,12,13
2026-05-06,Platform Reliability,Platform Reliability Engineering,PLUGIN,2,2,8,2.27,0.0,2,0,2,2,2
2026-05-06,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,9,60,73.25,0.0,15,4,16,14,11
2026-05-07,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,6,55,38.46,0.0,11,12,17,6,9
2026-05-07,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,30,219,265.12,0.0,47,38,65,29,40
2026-05-07,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,5,44,21.39,0.0,12,8,14,4,6
2026-05-07,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,22,191,178.93,0.0,49,26,60,26,30
2026-05-07,Payments Transformation,Payments Modernization Team,PLUGIN,1,2,16,7.13,0.0,4,3,5,2,2
2026-05-07,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,4,14,96,36.52,0.0,26,7,24,18,21
2026-05-07,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,8,62,27.26,0.0,16,5,16,12,13
2026-05-07,Retail Intelligence,Retail Analytics Team,KIRO_CLI,1,2,19,31.35,0.0,5,2,5,4,3
2026-05-07,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,4,37,62.18,0.0,9,3,10,8,7
2026-05-08,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,2,11,101,119.24,0.0,21,20,30,12,18
2026-05-08,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,28,194,226.25,0.0,42,35,58,24,35
2026-05-08,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,9,74,75.9,0.0,19,11,24,9,11
2026-05-08,Payments Transformation,Payments Modernization Team,KIRO_IDE,1,8,71,40.82,0.0,18,13,23,7,10
2026-05-08,Payments Transformation,Payments Modernization Team,PLUGIN,1,3,21,9.54,0.0,5,4,7,2,3
2026-05-08,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,2,4,33,12.11,0.0,10,1,9,6,7
2026-05-08,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,10,67,29.14,0.0,18,5,18,12,14
2026-05-09,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,1,3,22,50.39,0.0,5,4,6,3,4
2026-05-09,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,2,15,27.89,0.0,3,2,5,3,2
2026-05-09,Payments Transformation,Payments Modernization Team,PLUGIN,1,1,4,1.12,0.0,1,0,1,1,1
2026-05-09,Retail Intelligence,Retail Analytics Team,KIRO_CLI,1,1,7,2.52,0.0,2,0,2,2,1
2026-05-09,Retail Intelligence,Retail Analytics Team,PLUGIN,1,1,4,3.2,0.0,1,0,1,1,1
2026-05-10,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,1,12,8.97,0.0,2,3,4,1,2
2026-05-10,Platform Reliability,Platform Reliability Engineering,PLUGIN,1,1,4,1.17,0.0,1,0,1,1,1
2026-05-11,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,3,14,99,99.34,0.0,21,19,30,12,17
2026-05-11,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,21,170,192.5,0.0,36,31,51,22,30
2026-05-11,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,4,36,17.97,0.0,9,6,12,4,5
2026-05-11,Payments Transformation,Payments Modernization Team,KIRO_IDE,2,12,100,132.7,0.0,24,15,33,14,14
2026-05-11,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,3,8,65,23.24,0.0,19,3,17,13,13
2026-05-11,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,3,26,11.38,0.0,7,2,7,5,5
2026-05-11,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,4,25,9.59,0.0,7,1,6,6,5
2026-05-12,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,2,9,78,51.72,0.0,16,15,24,9,14
2026-05-12,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,2,19,151,207.98,0.0,31,30,45,19,26
2026-05-12,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,13,84,97.19,0.0,20,12,28,12,12
2026-05-12,Payments Transformation,Payments Modernization Team,KIRO_IDE,2,15,129,148.92,0.0,32,19,43,17,18
2026-05-12,Payments Transformation,Payments Modernization Team,PLUGIN,2,2,17,20.35,0.0,4,1,6,3,3
2026-05-12,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,3,25,9.09,0.0,7,1,7,5,5
2026-05-12,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,4,35,16.05,0.0,9,3,10,6,7
2026-05-12,Retail Intelligence,Retail Analytics Team,KIRO_CLI,1,2,17,5.98,0.0,5,1,4,4,3
2026-05-12,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,3,31,55.53,0.0,7,3,8,7,6
2026-05-13,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,2,12,82,99.34,0.0,17,17,24,10,14
2026-05-13,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,2,23,166,224.93,0.0,34,33,50,21,28
2026-05-13,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,1,2,16,9.39,0.0,3,3,5,2,3
2026-05-13,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,4,30,56.33,0.0,7,3,11,5,4
2026-05-13,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,23,191,192.0,0.0,50,25,59,27,30
2026-05-13,Payments Transformation,Payments Modernization Team,PLUGIN,1,3,23,10.34,0.0,6,4,8,2,3
2026-05-13,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,3,9,76,29.0,0.0,21,5,20,14,16
2026-05-13,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,3,9,78,32.85,0.0,23,5,20,15,15
2026-05-13,Retail Intelligence,Retail Analytics Team,KIRO_CLI,2,4,27,10.09,0.0,8,1,7,6,5
2026-05-13,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,7,58,82.49,0.0,16,5,14,13,10
2026-05-13,Retail Intelligence,Retail Analytics Team,PLUGIN,1,1,10,10.54,0.0,2,1,3,2,2
2026-05-14,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,6,54,38.73,0.0,11,12,17,6,8
2026-05-14,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,30,197,218.92,0.0,43,34,59,26,35
2026-05-14,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,11,83,99.31,0.0,20,12,28,11,12
2026-05-14,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,22,177,165.75,0.0,47,22,55,25,28
2026-05-14,Payments Transformation,Payments Modernization Team,PLUGIN,1,1,10,17.73,0.0,2,1,4,2,1
2026-05-14,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,3,12,84,35.65,0.0,24,5,22,16,17
2026-05-14,Retail Intelligence,Retail Analytics Team,KIRO_CLI,1,2,16,6.04,0.0,4,1,4,4,3
2026-05-14,Retail Intelligence,Retail Analytics Team,KIRO_IDE,3,12,95,96.26,0.0,25,7,23,22,18
2026-05-14,Retail Intelligence,Retail Analytics Team,PLUGIN,1,1,10,10.66,0.0,2,1,3,2,2
2026-05-15,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,3,13,113,115.6,0.0,24,22,33,14,20
2026-05-15,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,2,19,167,237.29,0.0,34,34,50,20,29
2026-05-15,Payments Transformation,Payments Modernization Team,KIRO_CLI,3,13,99,100.93,0.0,25,13,31,14,16
2026-05-15,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,26,189,199.63,0.0,49,25,58,27,30
2026-05-15,Payments Transformation,Payments Modernization Team,PLUGIN,1,2,16,7.13,0.0,4,3,5,2,2
2026-05-15,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,3,8,63,24.03,0.0,18,4,16,12,13
2026-05-15,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,7,54,24.31,0.0,14,4,15,10,11
2026-05-15,Platform Reliability,Platform Reliability Engineering,PLUGIN,1,1,4,1.13,0.0,1,0,1,1,1
2026-05-15,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,8,58,83.71,0.0,14,4,15,14,11
2026-05-16,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,3,23,16.01,0.0,5,5,7,2,4
2026-05-16,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,2,18,9.16,0.0,5,3,6,2,2
2026-05-16,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,2,16,26.28,0.0,4,1,4,4,3
2026-05-17,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,1,4,25,23.9,0.0,5,5,8,3,4
2026-05-18,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,20,161,176.16,0.0,34,28,48,22,29
2026-05-18,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,2,20,7.51,0.0,6,1,5,4,4
2026-05-18,Payments Transformation,Payments Modernization Team,KIRO_IDE,1,8,69,37.6,0.0,18,12,22,7,10
2026-05-18,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,4,26,10.59,0.0,7,2,7,5,5
2026-05-18,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,6,53,22.09,0.0,15,3,14,10,11
2026-05-19,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,10,62,44.9,0.0,12,14,19,7,10
2026-05-19,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,27,230,287.95,0.0,49,42,67,31,41
2026-05-19,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,12,86,101.92,0.0,21,12,28,13,12
2026-05-19,Payments Transformation,Payments Modernization Team,KIRO_IDE,2,23,158,183.39,0.0,39,25,52,20,22
2026-05-19,Payments Transformation,Payments Modernization Team,PLUGIN,1,2,14,21.43,0.0,3,1,5,3,2
2026-05-19,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,5,40,16.25,0.0,10,3,11,8,8
2026-05-19,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,10,74,31.46,0.0,20,5,20,14,15
2026-05-19,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,11,83,110.49,0.0,21,6,22,19,15
2026-05-20,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,10,81,56.73,0.0,16,18,25,9,13
2026-05-20,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,2,24,177,206.48,27.61,37,35,53,22,30
2026-05-20,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,1,3,22,13.74,0.0,4,5,7,2,4
2026-05-20,Payments Transformation,Payments Modernization Team,KIRO_CLI,2,11,95,104.12,0.0,23,14,32,13,13
2026-05-20,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,28,204,208.08,0.0,53,27,64,28,32
2026-05-20,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,2,9,77,29.73,0.0,21,5,21,14,16
2026-05-20,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,11,80,33.22,0.0,22,5,22,15,16
2026-05-20,Retail Intelligence,Retail Analytics Team,KIRO_CLI,2,7,48,49.51,0.0,12,3,13,11,9
2026-05-20,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,12,88,107.68,0.0,23,7,22,20,16
2026-05-20,Retail Intelligence,Retail Analytics Team,PLUGIN,2,3,17,14.5,0.0,4,1,5,4,3
2026-05-21,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,2,17,116,54.19,74.24,24,23,35,15,19
2026-05-21,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,27,233,135.25,134.78,50,41,70,30,42
2026-05-21,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,2,5,40,16.76,20.02,8,8,12,5,7
2026-05-21,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,5,52,27.08,0.0,14,9,17,5,7
2026-05-21,Payments Transformation,Payments Modernization Team,KIRO_IDE,3,27,240,191.36,65.29,63,31,75,34,37
2026-05-21,Payments Transformation,Payments Modernization Team,PLUGIN,2,5,41,11.19,25.73,10,7,13,5,6
2026-05-21,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,2,11,72,27.95,0.0,19,5,20,13,15
2026-05-21,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,11,79,33.93,0.0,21,6,22,14,16
2026-05-21,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,11,85,92.72,0.0,22,6,21,20,16
2026-05-22,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,1,8,75,53.9,0.0,15,17,23,8,12
2026-05-22,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,28,236,141.14,132.36,51,43,70,30,42
2026-05-22,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,6,46,22.4,0.0,12,8,15,5,6
2026-05-22,Payments Transformation,Payments Modernization Team,KIRO_IDE,2,18,152,76.11,0.0,42,22,46,19,23
2026-05-22,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,2,8,75,29.61,0.0,20,6,20,14,15
2026-05-22,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,2,9,79,34.3,0.0,22,5,21,15,16
2026-05-22,Platform Reliability,Platform Reliability Engineering,PLUGIN,1,1,4,1.17,0.0,1,0,1,1,1
2026-05-22,Retail Intelligence,Retail Analytics Team,KIRO_CLI,2,3,28,9.35,0.0,8,1,6,7,6
2026-05-22,Retail Intelligence,Retail Analytics Team,KIRO_IDE,2,11,82,108.08,0.0,21,6,21,19,15
2026-05-23,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,1,2,20,9.57,0.0,5,2,6,3,4
2026-05-23,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,1,1,4,1.18,0.0,1,0,1,1,1
2026-05-23,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,3,22,10.73,0.0,6,4,7,2,3
2026-05-23,Payments Transformation,Payments Modernization Team,KIRO_IDE,2,7,52,19.01,44.55,13,8,17,7,7
2026-05-23,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,1,7,2.34,0.0,2,0,2,1,2
2026-05-23,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,1,7,2.55,0.0,2,0,2,1,2
2026-05-24,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,2,5,38,32.15,0.0,8,7,11,5,7
2026-05-24,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,1,8,3.24,0.0,2,1,2,1,2
2026-05-24,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,1,10,4.65,0.0,2,1,3,2,2
2026-05-24,Platform Reliability,Platform Reliability Engineering,PLUGIN,1,1,4,1.15,0.0,1,0,1,1,1
2026-05-25,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,22,196,119.94,102.12,43,35,58,25,35
2026-05-25,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,1,2,22,15.11,0.0,4,5,7,2,4
2026-05-25,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,5,38,18.53,0.0,10,7,12,4,5
2026-05-25,Payments Transformation,Payments Modernization Team,KIRO_IDE,2,22,151,55.19,127.72,38,23,49,19,22
2026-05-25,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,4,29,11.48,0.0,8,2,8,5,6
2026-05-25,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,4,38,16.29,0.0,9,3,11,7,8
2026-05-25,Retail Intelligence,Retail Analytics Team,KIRO_CLI,1,1,8,2.83,0.0,3,0,2,2,1
2026-05-25,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,5,32,55.98,0.0,8,3,8,7,6
2026-05-26,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_CLI,2,14,112,55.4,69.33,23,23,34,13,19
2026-05-26,AI Delivery Acceleration,AI SDLC Enablement Team,KIRO_IDE,3,28,250,163.0,124.43,54,45,75,32,44
2026-05-26,AI Delivery Acceleration,AI SDLC Enablement Team,PLUGIN,1,2,13,0.0,19.1,3,2,4,2,2
2026-05-26,Payments Transformation,Payments Modernization Team,KIRO_CLI,1,6,55,28.22,0.0,14,10,18,5,8
2026-05-26,Payments Transformation,Payments Modernization Team,KIRO_IDE,1,10,85,45.17,0.0,22,15,27,9,12
2026-05-26,Payments Transformation,Payments Modernization Team,PLUGIN,1,2,14,0.0,22.95,3,1,5,3,2
2026-05-26,Platform Reliability,Platform Reliability Engineering,KIRO_CLI,1,3,33,13.02,0.0,8,3,9,6,7
2026-05-26,Platform Reliability,Platform Reliability Engineering,KIRO_IDE,1,6,41,18.52,0.0,10,3,12,8,8
2026-05-26,Retail Intelligence,Retail Analytics Team,KIRO_CLI,1,5,29,48.48,0.0,7,3,8,6,5
2026-05-26,Retail Intelligence,Retail Analytics Team,KIRO_IDE,1,3,27,9.98,0.0,8,1,6,7,5
